8	22	35	38	39	41	24
9	13	32	38	39	43	23
6	10	16	28	34	38	43
10	24	40	41	43	44	17
8	15	17	19	43	44	7
20	25	31	32	36	43	3
2	8	23	26	27	44	13
11	17	28	30	33	35	9
14	18	22	26	31	44	40
16	20	24	28	36	39	5
